recid	lon	lat	avgt
42572531002	 -87.70	 39.62	 -1.81
42572531003	 -88.23	 40.10	 -2.39
42572531004	 -87.65	 40.13	 -1.55
42572531006	 -87.67	 40.47	 -2.24
42572532000	 -89.68	 40.67	 -2.81
42572532001	 -89.05	 40.90	 -3.28
42572533000	 -85.20	 41.00	 -2.78
42572533001	 -85.67	 40.57	 -2.55
42572533002	 -84.95	 40.67	 -2.17
42572533003	 -85.50	 40.85	 -2.82
42572533004	 -84.98	 41.63	  -4.4
42572535000	 -86.32	 41.70	 -3.13
42572535001	 -86.22	 41.07	  -3.4
42572535002	 -85.83	 41.57	 -2.59
42572535003	 -86.72	 41.60	 -3.25
42572535005	 -86.28	 42.40	 -2.02
42572536000	 -83.80	 41.60	 -2.74
42572536001	 -82.97	 40.82	 -3.09
42572536002	 -83.28	 40.83	 -2.87
42572536003	 -83.67	 41.02	 -2.62
42572536004	 -83.67	 41.05	 -2.35
42572536005	 -83.17	 41.12	 -2.67
42572536007	 -84.15	 41.52	 -3.39
42572536009	 -84.63	 41.93	 -4.59
42572537000	 -83.00	 42.40	 -2.67
42572537004	 -83.72	 42.30	 -3.23
42572537006	 -83.02	 42.42	 -2.21
42572539002	 -84.47	 42.27	 -3.89
42572539003	 -84.60	 42.80	 -4.47
42572539004	 -84.67	 43.38	 -5.05
42572543001	 -89.52	 41.83	 -5.63
42572543002	 -89.10	 42.20	 -5.34
42572543003	 -88.60	 42.25	 -5.11
42572543004	 -89.38	 42.62	 -6.61
42572544000	 -90.50	 41.45	 -4.18
42572544001	 -90.97	 40.58	 -3.55
42572544003	 -90.63	 40.92	 -3.06
42572544004	 -91.55	 40.95	 -3.65
42572544006	 -90.73	 41.23	 -4.54
42572544008	 -89.60	 41.55	 -5.11
42572545001	 -91.95	 41.03	 -3.85
42572545002	 -92.45	 41.10	 -4.11
42572545003	 -91.68	 41.28	 -3.89
42572545005	 -92.27	 41.90	 -6.45
42572546000	 -93.65	 41.53	 -4.84
42572546001	 -92.78	 41.07	 -3.89
42572546002	 -93.55	 41.37	 -4.99
42572548002	 -93.25	 42.52	 -7.67
42572548003	 -92.40	 42.55	 -6.91
42572548004	 -91.80	 42.85	 -8.59
42572548005	 -92.67	 43.05	 -7.54
42572548006	 -92.32	 43.07	  -7.7
42572549001	 -94.62	 42.40	 -7.05
42572549002	 -94.20	 42.50	  -7.7
42572549003	 -94.30	 43.07	 -8.05
42572549004	 -93.33	 43.15	  -8.1
42572549005	 -93.63	 43.28	 -8.21
42572551001	 -96.15	 40.10	 -1.81
42572551002	 -96.22	 40.37	 -3.29
42572551003	 -96.95	 40.62	 -2.68
42572551004	 -96.18	 40.67	 -3.75
42572551005	 -97.10	 40.90	 -2.87
42572551007	 -97.12	 41.27	  -4.3
42572552002	 -98.52	 40.10	 -3.66
42572552003	 -99.37	 40.43	 -3.41
42572552004	 -98.95	 40.52	  -2.4
42572552005	 -98.38	 40.65	 -3.41
42572552006	 -97.60	 40.87	 -3.87
42572552007	 -98.47	 41.27	 -3.76
42572552008	 -98.97	 41.28	 -4.56
42572552009	 -98.77	 41.50	  -4.2
42572553001	 -95.78	 41.63	 -5.51
42572553002	 -96.22	 41.77	  -5.3
42572554002	 -95.03	 40.73	 -4.51
42572554003	 -96.15	 40.87	  -3.9
42572556000	 -97.43	 41.98	 -5.04
42572556001	 -97.77	 41.45	 -4.15
42572556002	 -97.98	 41.67	 -4.77
42572556003	 -97.45	 41.83	  -5.5
42572557000	 -96.38	 42.40	 -6.17
42572557001	 -96.87	 42.27	 -5.51
42572557002	 -96.92	 42.75	 -5.98
42572557003	 -96.17	 42.78	 -7.73
42572558001	 -96.35	 41.05	 -4.26
42572561003	-102.63	 41.15	 -1.34
42572561004	-103.67	 41.25	 -2.11
42572562000	-100.68	 41.13	 -3.38
42572562001	-100.50	 40.67	 -3.41
42572562002	-100.17	 40.93	 -3.21
42572564000	-104.82	 41.15	 -1.92
42572564001	-104.15	 41.17	 -2.88
42572564002	-105.68	 41.32	 -5.01
42572564003	-104.82	 41.75	 -2.27
42572566001	-103.10	 41.67	  -1.8
42572566002	-103.60	 41.87	 -2.83
42572566003	-104.22	 42.08	 -2.98
42572566005	-103.88	 42.68	 -4.99
42572566006	-104.48	 42.75	 -4.53
42572567000	-100.55	 42.87	 -4.88
42572567001	-100.25	 42.07	 -4.33
42572567002	-100.48	 43.50	 -5.32
42572569000	-106.47	 42.92	  -3.5
42572572000	-111.97	 40.78	  0.79
42572572001	-111.60	 40.08	  0.39
42572572003	-111.42	 40.50	 -2.75
42572572004	-112.30	 40.53	  0.08
42572572005	-111.50	 40.55	 -3.22
42572572006	-111.65	 41.03	 -1.83
42572572010	-110.95	 41.27	 -5.61
42572572011	-111.15	 41.53	 -8.21
42572572012	-112.12	 41.55	 -0.79
42572572013	-111.80	 41.75	 -1.79
42572572014	-111.32	 41.82	 -4.29
42572576000	-108.73	 42.82	  -5.1
42572578000	-112.60	 42.92	  -2.2
42572578001	-112.28	 42.17	 -2.58
42572578002	-113.88	 42.23	 -0.39
42572578003	-113.77	 42.53	 -0.19
42572578004	-111.73	 42.58	 -3.77
42572578005	-112.83	 42.95	 -3.64
42572581000	-114.03	 40.73	 -1.41
42572582002	-115.78	 40.83	 -2.71
42572582003	-114.97	 41.12	 -2.89
42572583000	-117.80	 40.90	  0.23
42572583004	-116.88	 40.62	  0.11
42572583005	-117.48	 40.95	  0.43
42572583006	-120.17	 41.53	  0.01
42572591001	-123.20	 39.15	  8.85
42572591003	-121.82	 39.70	  8.57
42572591004	-122.20	 39.75	  9.11
42572592001	-122.30	 40.50	  8.56
42572592003	-122.32	 41.32	  2.49
42572594000	-124.17	 40.80	  9.75
42572594001	-123.78	 39.50	   9.2
42572594002	-123.53	 41.30	  7.81
42572597000	-122.87	 42.37	  5.43
42572597001	-122.63	 41.72	  2.73
42572597003	-124.25	 42.03	  9.81
42572597006	-121.78	 42.20	  0.94
42572597007	-122.72	 42.22	  5.21
42572597008	-123.35	 42.43	  5.41
42572597011	-122.52	 42.73	  4.46
42572597012	-122.13	 42.90	 -3.01
42572597013	-123.35	 42.95	  6.77
42572605000	 -71.50	 43.20	 -4.82
42572605002	 -70.95	 43.15	 -3.37
42572606000	 -70.32	 43.65	 -4.08
42572608001	 -68.27	 44.35	 -4.51
42572612001	 -72.82	 44.92	 -7.03
42572612002	 -71.28	 45.08	-11.17
42572613001	 -71.30	 44.30	-13.75
42572614001	 -72.45	 43.98	 -8.23
42572614003	 -72.02	 44.42	 -6.43
42572617000	 -73.15	 44.47	 -5.98
42572617004	 -73.98	 44.25	 -7.65
42572617006	 -73.72	 44.72	 -7.29
42572617008	 -73.43	 44.88	 -7.07
42572618001	 -70.15	 44.68	 -8.37
42572619003	 -68.67	 44.90	 -5.67
42572619005	 -68.70	 45.65	 -9.11
42572632001	 -82.83	 42.62	 -2.85
42572635000	 -85.52	 42.88	 -4.06
42572636000	 -86.23	 43.17	 -3.63
42572636003	 -86.35	 43.68	 -4.91
42572636004	 -85.48	 43.70	 -5.42
42572637000	 -83.75	 42.97	 -4.56
42572637002	 -84.08	 43.53	 -4.65
42572637003	 -84.22	 43.62	 -4.04
42572638002	 -85.58	 44.73	 -5.02
42572639000	 -83.57	 45.07	 -6.57
42572639001	 -83.50	 44.28	 -5.23
42572640000	 -87.90	 42.95	 -3.83
42572640001	 -87.77	 42.70	 -4.47
42572640002	 -88.03	 43.07	 -4.01
42572641000	 -89.33	 43.13	 -6.19
42572641001	 -88.73	 43.18	 -6.56
42572641002	 -89.43	 43.52	 -6.98
42572641003	 -89.53	 44.12	 -7.56
42572643001	 -90.92	 43.57	 -8.54
42572643002	 -91.30	 43.90	 -6.95
42572643004	 -90.13	 44.65	 -7.66
42572643005	 -91.50	 44.90	 -8.84
42572644000	 -92.50	 43.92	 -9.07
42572644001	 -93.42	 43.62	 -9.33
42572644002	 -92.57	 43.70	 -9.64
42572644003	 -92.67	 44.30	 -8.29
42572645000	 -88.13	 44.48	 -6.92
42572645001	 -88.45	 43.80	 -6.74
42572645002	 -88.55	 44.03	 -7.09
42572645003	 -87.68	 44.10	 -5.69
42572645006	 -89.60	 44.90	 -8.35
42572648002	 -88.08	 45.78	 -8.97
42572650001	 -95.18	 42.63	 -8.21
42572650002	 -94.83	 43.42	 -8.95
42572650003	 -94.47	 43.63	 -8.67
42572650004	 -94.17	 43.77	 -9.39
42572651000	 -96.73	 43.58	 -8.39
42572651001	 -97.58	 43.23	 -7.37
42572651002	 -96.67	 43.30	 -8.13
42572651004	 -97.78	 43.65	 -7.43
42572651005	 -96.32	 44.02	-10.37
42572653002	-100.70	 43.88	 -6.33
42572653003	 -99.87	 43.92	 -6.46
42572653004	 -99.07	 44.07	 -9.24
42572653005	-100.28	 44.38	 -7.16
42572653007	 -99.47	 44.52	 -8.79
42572654000	 -98.22	 44.38	 -8.87
42572654001	 -97.52	 44.02	 -9.53
42572654002	 -98.07	 44.03	 -8.33
42572654003	 -97.73	 44.88	-10.84
42572655000	 -94.07	 45.55	-11.02
42572655003	 -93.30	 45.88	-11.07
42572658000	 -93.22	 44.88	 -8.45
42572658001	 -93.18	 44.67	 -8.19
42572659000	 -98.43	 45.45	-11.12
42572659001	 -99.13	 45.03	 -9.75
42572659002	 -98.50	 45.15	-11.36
42572659003	 -99.63	 45.78	-11.16
42572659004	 -98.40	 46.15	-11.89
42572661001	-104.20	 44.93	 -4.95
42572661003	-104.53	 45.88	 -6.06
42572661004	-102.65	 45.98	 -8.74
42572661005	-102.87	 46.55	 -8.51
42572662001	-103.47	 43.43	 -3.05
42572662002	-104.22	 43.85	 -4.14
42572662004	-103.28	 44.12	 -4.53
42572666001	-106.83	 44.83	 -5.93
42572670001	-110.58	 43.85	 -8.41
42572670003	-107.97	 44.02	 -7.07
42572670004	-108.05	 44.38	 -6.73
42572670008	-108.75	 44.78	 -5.58
42572670010	-110.70	 44.97	 -5.68
42572670011	-109.25	 45.18	 -4.61
42572670012	-110.57	 45.48	 -3.15
42572671002	-109.07	 41.60	 -5.73
42572671005	-109.87	 42.87	 -9.45
42572671006	-111.03	 43.78	 -6.01
42572672000	-108.47	 43.07	 -7.37
42572672001	-108.93	 43.23	  -5.9
42572677000	-108.53	 45.80	 -3.13
42572677005	-108.32	 46.85	 -4.35
42572681000	-116.22	 43.57	  0.73
42572681004	-114.35	 43.68	 -6.43
42572681006	-116.93	 44.08	  0.93
42572681008	-116.68	 44.57	 -2.67
42572683001	-120.37	 42.22	 -0.25
42572683003	-118.83	 43.28	 -0.97
42572688000	-118.85	 45.68	  1.62
42572688002	-117.88	 45.22	  0.69
42572688005	-119.55	 45.37	  1.96
42572688006	-118.82	 45.48	  1.95
42572693000	-123.22	 44.12	  5.35
42572693001	-123.37	 43.22	  6.77
42572693002	-124.25	 43.42	  8.73
42572693003	-123.32	 43.67	  6.21
42572693005	-121.28	 44.07	  0.18
42572694002	-120.90	 44.35	  0.87
42572694004	-123.20	 44.63	  5.23
42572698000	-122.60	 45.60	  5.43
42572698002	-122.15	 45.45	  5.22
42572698007	-122.65	 45.68	  4.67
42572698008	-121.52	 45.68	  2.23
42572698010	-122.92	 46.15	  5.24
42572712000	 -68.02	 46.87	-10.79
42572713001	 -67.78	 46.13	-10.23
42572713002	 -67.83	 46.20	 -9.73
42572713003	 -68.00	 46.65	-10.26
42572734000	 -84.40	 46.50	 -8.72
42572734002	 -85.50	 46.33	 -7.89
42572741002	 -90.35	 45.13	-10.27
42572741003	 -91.88	 45.82	 -9.63
42572741005	 -90.18	 46.47	-10.79
42572743000	 -87.40	 46.60	 -9.09
42572743001	 -88.62	 46.05	-11.03
42572743002	 -86.92	 46.33	 -7.25
42572743005	 -87.98	 46.52	 -9.98
42572744001	 -88.50	 47.17	 -8.42
42572745000	 -92.18	 46.83	-11.22
42572745001	 -92.52	 46.70	 -10.9
42572745002	 -91.67	 47.02	 -8.45
42572745003	 -92.85	 47.38	-12.59
42572745004	 -92.57	 47.47	-12.88
42572747000	 -93.38	 48.57	-13.82
42572750001	 -94.12	 46.67	-12.43
42572750003	 -95.07	 46.90	-12.83
42572753000	 -96.80	 46.90	-12.46
42572753002	 -96.60	 46.32	-11.95
42572753003	 -97.68	 46.43	-12.44
42572753006	 -97.07	 47.45	-13.21
42572753008	 -97.08	 47.93	-12.77
42572755002	 -95.20	 47.22	-13.84
42572755003	 -94.22	 47.25	-13.07
42572755005	 -95.73	 47.57	-14.63
42572756001	 -94.62	 48.72	 -13.3
42572758001	 -98.68	 46.88	-11.77
42572758006	 -97.42	 48.42	-13.59
42572758007	-100.30	 48.62	-15.28
42572758008	 -98.33	 48.75	-15.85
42572758009	-100.45	 48.83	-14.47
42572764000	-100.75	 46.77	-10.82
42572764002	-102.33	 46.38	 -9.45
42572764003	 -99.77	 46.50	-12.26
42572764005	-100.90	 46.80	-10.91
42572765002	-102.80	 46.88	 -9.87
42572765003	-102.32	 46.88	 -9.28
42572765004	-102.65	 47.35	 -9.43
42572765005	-101.28	 48.27	-11.17
42572767000	-103.63	 48.18	-11.58
42572767001	-104.35	 47.45	 -8.43
42572767002	-104.45	 48.48	-11.52
42572767003	-103.30	 48.90	-12.27
42572768000	-106.62	 48.22	-10.75
42572768001	-106.90	 47.32	 -7.27
42572768003	-107.73	 48.40	-10.02
42572772000	-112.00	 46.60	 -5.89
42572772001	-112.63	 45.20	 -3.91
42572772003	-111.95	 45.30	 -4.12
42572772004	-111.72	 45.35	 -3.65
42572772005	-111.63	 45.48	 -1.79
42572772006	-111.05	 45.67	  -3.8
42572772010	-112.95	 46.13	 -3.84
42572773000	-114.08	 46.92	 -3.82
42572773001	-113.90	 45.18	 -4.28
42572773002	-114.15	 46.25	 -2.58
42572773003	-113.30	 46.32	 -3.97
42572775001	-109.95	 47.05	 -4.35
42572775004	-112.25	 48.32	 -4.88
42572776000	-111.38	 47.47	 -4.57
42572776001	-111.72	 47.22	 -2.83
42572776002	-112.38	 47.48	 -3.85
42572777001	-109.80	 48.50	 -7.54
42572777002	-109.23	 48.58	 -8.54
42572779000	-114.27	 48.30	 -4.74
42572779002	-112.37	 48.60	 -6.55
42572779003	-114.90	 48.78	 -5.22
42572781000	-120.53	 46.57	 -0.58
42572781001	-120.72	 45.48	  0.72
42572781003	-120.55	 46.97	 -1.86
42572781004	-120.95	 47.18	 -1.41
42572781005	-120.20	 47.40	 -1.02
42572781006	-120.32	 47.42	 -0.49
42572783000	-117.02	 46.38	  1.75
42572783003	-116.30	 46.50	  1.79
42572783004	-116.97	 46.73	 -0.18
42572783005	-117.18	 46.77	 -0.39
42572784001	-119.10	 46.22	  1.96
42572785002	-116.12	 47.53	 -1.12
42572785003	-117.53	 47.63	 -1.55
42572785005	-116.57	 48.28	 -1.87
42572786001	-118.37	 47.12	 -0.99
42572786002	-118.70	 47.32	 -0.49
42572786004	-118.13	 47.65	 -2.65
42572786006	-116.83	 48.35	 -3.23
42572786008	-117.78	 48.92	 -1.91
42572786009	-116.50	 49.00	 -2.79
42572788003	-118.42	 45.95	  2.46
42572788005	-118.00	 46.32	  1.63
42572789002	-120.72	 48.35	 -1.37
42572789003	-120.18	 48.47	 -4.72
42572791000	-123.88	 46.15	  6.37
42572791001	-123.87	 45.45	   7.0
42572791002	-124.03	 46.37	   6.5
42572791003	-123.72	 46.65	  4.75
42572793000	-122.33	 47.60	  5.57
42572793002	-121.73	 47.42	  2.43
42572793007	-122.30	 47.65	  5.93
42572793010	-122.18	 47.98	  4.68
42572797001	-124.37	 47.95	  4.92
42574001003	 -86.20	 35.35	  4.16
42574002002	 -76.97	 39.55	  0.51
42574002004	 -76.75	 39.92	  0.13
42574002005	 -77.63	 39.93	  -0.5
42574201001	-123.43	 48.12	  4.59
42574201002	-122.75	 48.12	  5.66
42574201005	-122.80	 48.62	  5.14
42574201006	-122.52	 48.72	  5.29
42574201008	-122.33	 48.97	  3.62
42574201009	-122.75	 49.00	  3.32
42574206001	-121.82	 46.75	  0.19
42574206003	-122.00	 47.17	  5.11
42574230001	-104.50	 46.42	 -7.25
42574230002	-105.87	 46.43	 -6.61
42574230003	-104.97	 46.77	 -8.13
42574230004	-104.72	 47.10	 -8.06
42574341001	 -94.45	 44.30	 -8.95
42574341003	 -94.93	 44.72	-10.61
42574341004	 -95.75	 44.93	-10.51
42574341005	 -95.93	 45.13	-10.19
42574341007	 -95.88	 45.58	-11.83
42574357001	 -90.78	 42.83	 -7.53
42574357002	 -91.15	 43.03	 -5.77
42574365001	 -84.78	 45.57	 -7.23
42574365002	 -84.47	 45.65	 -7.27
42574370001	 -75.48	 43.80	 -7.57
42574370003	 -75.87	 43.97	 -6.09
42574370004	 -76.02	 44.00	 -5.84
42574370005	 -74.90	 44.15	 -8.65
42574370006	 -75.12	 44.57	 -8.13
42574370008	 -74.65	 44.75	 -7.21
42574389001	 -70.22	 44.10	 -4.75
42574392001	 -69.93	 43.88	 -4.21
42574392002	 -69.78	 44.22	  -6.2
42574392003	 -69.80	 44.32	 -5.72
42574413002	-114.13	 42.60	 -1.45
42574413003	-114.52	 42.73	 -1.11
42574420001	-110.40	 40.17	 -3.91
42574420002	-109.87	 40.28	 -4.01
42574420003	-109.52	 40.45	 -3.84
42574421002	-106.83	 40.50	  -7.5
42574431005	-104.95	 42.12	 -0.85
42574433001	 -99.88	 39.02	 -0.93
42574433003	 -99.83	 39.70	 -1.56
42574433005	-100.52	 39.83	 -2.14
42574433006	 -99.83	 40.13	 -1.49
42574433007	-101.63	 40.52	 -2.14
42574440000	 -97.33	 40.10	 -2.88
42574440002	 -96.75	 40.30	 -3.36
42574440003	 -97.60	 40.53	 -2.75
42574440004	 -97.58	 40.63	 -3.89
42574445001	 -97.97	 42.07	 -5.83
42574455001	 -90.27	 41.80	 -4.52
42574455002	 -89.97	 41.82	 -4.87
42574460001	 -88.63	 40.88	 -3.39
42574460002	 -88.92	 41.33	 -3.54
42574465001	 -87.28	 41.55	 -3.27
42574466005	 -86.58	 41.02	 -3.47
42574468001	 -85.77	 38.70	  0.27
42574468005	 -85.92	 39.20	 -0.53
42574480001	 -74.97	 42.52	 -5.33
42574480002	 -74.92	 42.70	 -5.02
42574480005	 -74.87	 43.07	 -6.39
42574480007	 -75.38	 43.15	 -4.83
42574484001	 -72.32	 42.95	 -5.44
42574484002	 -72.60	 43.38	  -6.5
42574490006	 -71.28	 42.48	 -2.16
42574491001	 -72.53	 42.38	 -3.58
42574492000	 -71.12	 42.22	 -2.01
42574492001	 -70.70	 41.98	  0.18
42574506002	-122.43	 37.77	  12.2
42574509004	-121.77	 37.67	  9.75
42574516001	-122.65	 38.27	  9.81
42574516004	-121.95	 38.40	  9.39
42574516005	-122.70	 38.45	 10.29
42574516006	-122.87	 38.62	 10.16
42574521001	-109.55	 37.28	  1.64
42574521003	-109.48	 37.62	  1.41
42574521004	-107.13	 37.77	 -8.55
42574521006	-107.87	 37.95	 -5.86
42574530001	-101.25	 37.93	   0.4
42574530002	-102.12	 38.05	 -0.34
42574530004	-102.62	 38.08	 -0.57
42574531002	-105.28	 39.22	 -3.87
42574533002	-105.08	 40.58	 -0.39
42574541001	 -99.33	 37.27	  2.59
42574541002	 -99.10	 38.18	  0.51
42574542001	 -94.88	 36.88	  2.73
42574542002	 -96.18	 37.13	  1.92
42574542003	 -94.85	 37.17	   2.0
42574542004	 -95.70	 37.25	  2.37
42574542006	 -94.70	 37.85	  0.88
42574545001	 -97.67	 38.38	  0.46
42574550001	 -92.27	 37.15	  0.89
42574550002	 -92.65	 37.67	  1.92
42574550004	 -93.37	 38.25	  0.39
42574551002	 -93.42	 38.97	  0.03
42574551003	 -93.87	 39.20	 -1.09
42574551004	 -93.12	 39.42	 -2.31
42574556002	 -90.38	 39.43	 -1.69
42574556005	 -90.20	 39.73	 -2.09
42574556007	 -91.88	 39.97	 -1.55
42574594003	 -76.80	 38.97	  2.24
42574595001	 -75.52	 38.33	   3.1
42574595002	 -75.58	 38.37	  4.13
42574595003	 -75.58	 38.83	   2.4
42574598003	 -76.70	 37.30	  4.81
42574611001	-116.78	 34.87	  10.4
42574619001	-116.87	 36.47	 12.69
42574629001	-106.10	 32.38	   7.4
42574630001	-106.88	 34.08	   4.8
42574635005	-108.00	 36.83	  1.35
42574638001	-102.73	 34.23	  3.63
42574638003	-104.25	 34.47	  4.77
42574640002	 -99.40	 35.60	  2.37
42574640003	 -98.32	 36.12	  3.73
42574640004	 -99.17	 36.23	  1.99
42574640007	 -99.62	 36.83	  3.38
42574647002	 -97.10	 36.12	  3.75
42574647003	 -97.30	 36.28	  4.78
42574647005	 -97.87	 36.42	  3.82
42574647006	 -97.80	 36.72	  3.51
42574647007	 -97.10	 36.73	  3.69
42574647008	 -97.05	 36.88	  3.03
42574648002	 -96.30	 35.43	  6.35
42574648004	 -96.02	 35.62	  3.75
42574648005	 -95.33	 35.77	  5.38
42574648006	 -94.97	 35.93	  4.68
42574649001	 -97.15	 34.20	  7.45
42574649003	 -97.28	 34.73	  5.86
42574649004	 -96.68	 34.78	  5.53
42574662001	 -89.67	 36.20	  3.65
42574662003	 -89.97	 37.30	  2.33
42574671002	 -87.37	 36.55	  3.91
42574693001	 -78.98	 34.62	  6.92
42574693002	 -78.87	 35.07	  6.35
42574693004	 -77.97	 35.33	  7.27
42574695001	 -76.62	 36.05	  7.11
42574699001	 -78.02	 34.00	  7.92
42574699002	 -77.90	 34.30	  8.67
42574702001	-119.65	 36.30	  8.71
42574718001	-116.17	 33.63	 13.35
42574731001	-104.68	 34.95	  5.04
42574731003	-103.68	 35.20	  4.77
42574732002	-105.85	 32.95	  3.91
42574732004	-106.05	 33.08	  7.27
42574733001	-105.88	 33.63	   4.7
42574734001	-106.73	 32.62	  5.35
42574735001	-100.92	 32.72	  6.51
42574750002	 -96.47	 32.08	  8.83
42574752002	 -95.03	 33.63	   6.7
42574752003	 -93.38	 33.80	  7.49
42574753001	 -91.72	 32.10	  9.22
42574753002	 -92.33	 32.52	  8.57
42574753003	 -92.05	 32.52	  9.43
42574753004	 -91.90	 32.78	  8.05
42574754002	 -92.47	 31.32	 10.44
42574754004	 -91.38	 31.55	 10.47
42574755001	 -91.98	 30.20	 12.08
42574755002	 -92.03	 30.43	 12.11
42574769005	 -88.52	 33.83	   6.8
42574769006	 -89.00	 34.15	  6.25
42574769008	 -89.53	 34.38	  5.92
42574777001	 -87.32	 30.35	 12.16
42574777003	 -87.20	 30.47	 12.21
42574777005	 -87.02	 30.72	 11.45
42574777006	 -87.05	 31.07	  9.91
42574778001	 -86.07	 30.73	 11.03
42574780001	 -81.92	 31.93	 10.36
42574781001	 -83.43	 30.53	 12.41
42574781002	 -83.58	 30.80	 10.89
42574790001	 -80.35	 33.93	  7.66
42574790004	 -80.65	 34.25	  6.27
42574790005	 -79.88	 34.30	  8.47
42574791003	 -79.05	 33.83	  8.57
42574792001	 -80.87	 33.50	  9.21
42574792002	 -79.82	 33.65	  8.11
42574795001	 -80.35	 27.47	 17.63
42591165000	-159.35	 21.98	 22.27
42591182000	-157.93	 21.35	 23.33
42591190000	-156.43	 20.90	  22.7
42591285000	-155.07	 19.72	 22.36
43104220000	 -52.75	 68.70	-14.83
43104250000	 -51.75	 64.17	 -8.63
43104320000	 -18.67	 76.77	-23.48
43104360000	 -37.63	 65.60	 -7.32
43104390000	 -43.17	 60.05	 -4.69
50194120000	 130.87	-12.40	 28.08
50194203000	 122.22	-17.95	 29.22
50194212000	 127.65	-18.22	 29.86
50194287000	 145.75	-16.88	 27.24
50194294000	 146.75	-19.25	 27.83
50194300000	 113.67	-24.87	 26.43
50194312000	 119.57	-20.10	 30.33
50194326000	 133.88	-23.80	 28.87
50194367000	 149.22	-21.12	 26.63
50194403000	 114.70	-28.78	 24.29
50194430000	 118.53	-26.60	 30.43
50194461000	 128.28	-25.03	 29.69
50194510000	 146.27	-26.40	 27.75
50194578000	 153.10	-27.40	 24.27
50194610000	 116.00	-31.90	 24.05
50194637000	 121.45	-30.78	 25.08
50194653000	 133.70	-32.12	 21.49
50194659000	 136.82	-31.13	 26.45
50194672000	 138.52	-34.93	 21.25
50194693000	 142.08	-34.22	  23.6
50194711000	 145.82	-31.48	 26.57
50194767000	 151.18	-33.95	  22.2
50194776000	 151.82	-32.78	 22.63
50194791000	 153.12	-30.32	 22.78
50194821000	 140.78	-37.73	 17.27
50194865000	 144.73	-37.85	 18.55
50194907000	 147.13	-38.10	 18.46
50194910000	 147.45	-35.15	 22.85
50194926000	 149.18	-35.30	 19.31
50194968000	 147.20	-41.53	  15.9
50194975000	 147.48	-42.83	 16.17
50194995000	 159.07	-31.53	 22.49
50194998000	 158.95	-54.48	  6.61
50548601000	 100.27	  5.30	  27.3
50548615000	 102.28	  6.17	 26.11
50548647000	 101.55	  3.12	 27.05
50548657000	 103.22	  3.62	 25.41
50548665000	 102.25	  2.27	 26.59
50596413000	 110.33	  1.48	 25.62
50596441000	 113.03	  3.20	 26.31
50596449000	 113.98	  4.33	 26.14
50596471000	 116.05	  5.93	 26.65
50596491000	 118.07	  5.90	 26.63
50793780000	 172.52	-43.48	 16.09
50793844000	 168.55	-46.70	 13.31
50998223000	 120.53	 18.18	 25.34
52694299000	 149.98	-16.30	 27.99
52791334000	 151.85	  7.47	 27.51
52791348000	 158.22	  6.97	 27.04
52891925000	-139.03	 -9.80	 26.58
52891930000	-151.75	-16.45	 27.11
52891938000	-149.62	-17.55	 27.21
52891943000	-145.03	-14.48	 28.27
52891958000	-144.33	-27.62	 23.18
53191366000	 167.73	  8.73	 27.77
53191376000	 171.38	  7.08	 27.36
53494996000	 167.93	-29.03	 21.78
53691408000	 134.48	  7.33	 27.49
60311120000	  11.35	 47.27	  0.13
60311240000	  15.43	 47.00	 -0.76
60311320000	  11.40	 47.30	  0.75
61111406000	  12.40	 50.08	 -1.12
61111518000	  14.25	 50.10	 -0.93
61111723000	  16.70	 49.15	 -0.79
61111782000	  18.12	 49.68	 -0.91
61206030000	   9.87	 57.10	   0.5
61402836000	  26.65	 67.37	-11.47
61402869000	  29.18	 65.97	-10.83
61402875000	  25.37	 64.93	 -7.94
61402897000	  27.68	 64.28	 -9.37
61402929000	  29.63	 62.67	 -8.55
61402963000	  23.50	 60.82	 -5.16
61402972000	  22.27	 60.52	 -3.99
61402974000	  25.00	 60.30	 -4.57
61710035000	   9.52	 54.47	  0.89
61710147000	  10.00	 53.63	  1.41
61710170000	  12.08	 54.18	   1.2
61710338000	   9.68	 52.47	  1.38
61710379000	  13.07	 52.38	  0.31
61710410000	   6.97	 51.40	  2.63
61710438000	   9.45	 51.30	  0.85
61710499000	  14.95	 51.17	 -0.26
61710763000	  11.05	 49.50	  0.89
61710961000	  10.98	 47.42	 -9.61
61816622000	  22.97	 40.52	  7.11
61816641000	  19.92	 39.62	 10.73
61816648000	  22.42	 39.63	  6.69
61816714000	  23.72	 37.97	  10.2
61816716000	  23.73	 37.90	 11.13
62004018000	 -22.60	 63.97	 -0.01
62004063000	 -18.08	 65.68	 -1.91
62004082000	 -15.20	 64.30	 -0.07
62316045000	  13.10	 46.00	  4.85
62316090000	  10.87	 45.38	  4.06
62316110000	  13.75	 45.65	  6.81
62316320000	  17.95	 40.65	 10.69
62316459000	  14.92	 37.40	 11.65
62316560000	   9.07	 39.25	 10.81
63016597000	  14.48	 35.85	 13.67
63306260000	   5.18	 52.10	  3.02
63401025000	  19.00	 69.50	 -2.67
63401028000	  19.02	 74.52	 -7.31
63401098000	  31.10	 70.37	 -3.89
63401152000	  14.37	 67.27	 -0.41
63401241000	   9.60	 63.70	  0.26
63401317000	   5.30	 60.40	  1.81
63401384000	  11.08	 60.20	 -5.85
63401415000	   5.63	 58.88	  1.68
63608515000	 -25.17	 36.97	 15.01
63822113000	  33.05	 68.97	 -8.27
