recid	lon	lat	avgd
42572531006	 -87.67	 40.47	  0.67
42572532000	 -89.68	 40.67	   1.2
42572532001	 -89.05	 40.90	  0.48
42572533000	 -85.20	 41.00	  0.86
42572533001	 -85.67	 40.57	  0.88
42572533002	 -84.95	 40.67	  0.34
42572533003	 -85.50	 40.85	  -0.2
42572533004	 -84.98	 41.63	  0.17
42572535000	 -86.32	 41.70	  0.54
42572535001	 -86.22	 41.07	  0.82
42572535002	 -85.83	 41.57	  0.92
42572535003	 -86.72	 41.60	  0.55
42572535005	 -86.28	 42.40	  0.85
42572536000	 -83.80	 41.60	  1.03
42572536001	 -82.97	 40.82	  0.26
42572536002	 -83.28	 40.83	 -0.63
42572536003	 -83.67	 41.02	  0.47
42572536004	 -83.67	 41.05	  0.84
42572536005	 -83.17	 41.12	 -0.41
42572536007	 -84.15	 41.52	  0.68
42572536009	 -84.63	 41.93	 -0.31
42572537000	 -83.00	 42.40	  0.56
42572537004	 -83.72	 42.30	 -0.04
42572537006	 -83.02	 42.42	  0.66
42572539002	 -84.47	 42.27	  0.84
42572539003	 -84.60	 42.80	  0.44
42572539004	 -84.67	 43.38	 -0.49
42572543001	 -89.52	 41.83	  -0.5
42572543002	 -89.10	 42.20	  0.64
42572543003	 -88.60	 42.25	  0.63
42572543004	 -89.38	 42.62	  0.72
42572544000	 -90.50	 41.45	  0.89
42572544001	 -90.97	 40.58	 -0.45
42572544003	 -90.63	 40.92	  0.51
42572544004	 -91.55	 40.95	  0.55
42572544006	 -90.73	 41.23	 -0.23
42572544008	 -89.60	 41.55	 -0.32
42572545001	 -91.95	 41.03	  0.41
42572545002	 -92.45	 41.10	  0.32
42572545003	 -91.68	 41.28	  0.21
42572545005	 -92.27	 41.90	 -0.84
42572546000	 -93.65	 41.53	  0.03
42572546001	 -92.78	 41.07	 -0.12
42572546002	 -93.55	 41.37	 -0.76
42572548002	 -93.25	 42.52	 -0.64
42572548003	 -92.40	 42.55	  0.65
42572548004	 -91.80	 42.85	 -1.03
42572548005	 -92.67	 43.05	  0.04
42572548006	 -92.32	 43.07	  0.42
42572549001	 -94.62	 42.40	 -1.06
42572549002	 -94.20	 42.50	  -1.5
42572549003	 -94.30	 43.07	  -0.5
42572549004	 -93.33	 43.15	  0.14
42572549005	 -93.63	 43.28	  -0.3
42572551001	 -96.15	 40.10	 -0.41
42572551002	 -96.22	 40.37	  -0.5
42572551003	 -96.95	 40.62	  0.13
42572551004	 -96.18	 40.67	  0.12
42572551005	 -97.10	 40.90	  0.36
42572551007	 -97.12	 41.27	  -0.6
42572552002	 -98.52	 40.10	 -1.36
42572552003	 -99.37	 40.43	 -0.86
42572552004	 -98.95	 40.52	  0.73
42572552005	 -98.38	 40.65	   0.3
42572552006	 -97.60	 40.87	  -0.5
42572552007	 -98.47	 41.27	  0.47
42572552008	 -98.97	 41.28	  0.03
42572552009	 -98.77	 41.50	 -0.25
42572553001	 -95.78	 41.63	 -1.13
42572553002	 -96.22	 41.77	 -1.03
42572554002	 -95.03	 40.73	 -0.92
42572554003	 -96.15	 40.87	 -0.51
42572556000	 -97.43	 41.98	  0.88
42572556001	 -97.77	 41.45	  0.11
42572556002	 -97.98	 41.67	  0.84
42572556003	 -97.45	 41.83	 -0.72
42572557000	 -96.38	 42.40	 -0.03
42572557001	 -96.87	 42.27	  0.42
42572557002	 -96.92	 42.75	  0.03
42572557003	 -96.17	 42.78	 -0.69
42572558001	 -96.35	 41.05	  0.38
42572561003	-102.63	 41.15	  0.75
42572561004	-103.67	 41.25	   0.0
42572562000	-100.68	 41.13	  0.88
42572562001	-100.50	 40.67	 -0.82
42572562002	-100.17	 40.93	 -0.45
42572564000	-104.82	 41.15	  0.54
42572564001	-104.15	 41.17	 -0.62
42572564002	-105.68	 41.32	   1.2
42572564003	-104.82	 41.75	 -0.46
42572566001	-103.10	 41.67	  0.59
42572566002	-103.60	 41.87	   0.3
42572566003	-104.22	 42.08	 -0.77
42572566005	-103.88	 42.68	  0.26
42572566006	-104.48	 42.75	 -0.77
42572567000	-100.55	 42.87	  0.42
42572567001	-100.25	 42.07	  -0.7
42572567002	-100.48	 43.50	 -1.27
42572569000	-106.47	 42.92	  0.85
42572572000	-111.97	 40.78	   2.3
42572572001	-111.60	 40.08	  1.56
42572572003	-111.42	 40.50	   2.3
42572572004	-112.30	 40.53	  0.94
42572572005	-111.50	 40.55	  1.86
42572572006	-111.65	 41.03	  2.54
42572572010	-110.95	 41.27	  0.76
42572572011	-111.15	 41.53	  0.53
42572572012	-112.12	 41.55	  1.86
42572572013	-111.80	 41.75	  1.67
42572572014	-111.32	 41.82	  0.77
42572576000	-108.73	 42.82	 -0.21
42572578000	-112.60	 42.92	  1.21
42572578001	-112.28	 42.17	  1.97
42572578002	-113.88	 42.23	 -0.02
42572578003	-113.77	 42.53	  1.28
42572578004	-111.73	 42.58	  1.86
42572578005	-112.83	 42.95	  1.09
42572581000	-114.03	 40.73	 -0.41
42572582002	-115.78	 40.83	  0.98
42572582003	-114.97	 41.12	  1.87
42572583000	-117.80	 40.90	   0.3
42572583004	-116.88	 40.62	   0.5
42572583005	-117.48	 40.95	  0.07
42572583006	-120.17	 41.53	 -0.72
42572591001	-123.20	 39.15	 -0.01
42572591003	-121.82	 39.70	  0.61
42572591004	-122.20	 39.75	   1.4
42572592001	-122.30	 40.50	 -0.78
42572592003	-122.32	 41.32	  0.13
42572594000	-124.17	 40.80	  0.96
42572594001	-123.78	 39.50	  0.08
42572594002	-123.53	 41.30	   1.5
42572597000	-122.87	 42.37	  1.79
42572597001	-122.63	 41.72	  0.42
42572597003	-124.25	 42.03	  0.94
42572597006	-121.78	 42.20	  1.01
42572597007	-122.72	 42.22	  1.62
42572597008	-123.35	 42.43	  0.32
42572597011	-122.52	 42.73	  1.29
42572597012	-122.13	 42.90	 -0.26
42572597013	-123.35	 42.95	   1.0
42572605000	 -71.50	 43.20	  0.55
42572605002	 -70.95	 43.15	  0.76
42572606000	 -70.32	 43.65	  1.08
42572608001	 -68.27	 44.35	 -0.68
42572612001	 -72.82	 44.92	  0.68
42572612002	 -71.28	 45.08	 -0.04
42572613001	 -71.30	 44.30	  0.75
42572614001	 -72.45	 43.98	  0.74
42572614003	 -72.02	 44.42	  0.59
42572617000	 -73.15	 44.47	  1.27
42572617004	 -73.98	 44.25	  1.14
42572617006	 -73.72	 44.72	 -0.25
42572617008	 -73.43	 44.88	 -0.28
42572618001	 -70.15	 44.68	 -0.12
42572619003	 -68.67	 44.90	  1.27
42572619005	 -68.70	 45.65	  0.01
42572632001	 -82.83	 42.62	  1.34
42572635000	 -85.52	 42.88	  0.21
42572636000	 -86.23	 43.17	   0.1
42572636003	 -86.35	 43.68	 -0.97
42572636004	 -85.48	 43.70	  0.93
42572637000	 -83.75	 42.97	  0.04
42572637002	 -84.08	 43.53	  0.48
42572637003	 -84.22	 43.62	  0.72
42572638002	 -85.58	 44.73	  1.62
42572639000	 -83.57	 45.07	  0.54
42572639001	 -83.50	 44.28	 -0.06
42572640000	 -87.90	 42.95	   2.2
42572640001	 -87.77	 42.70	   0.6
42572640002	 -88.03	 43.07	   2.0
42572641000	 -89.33	 43.13	   1.2
42572641001	 -88.73	 43.18	 -0.03
42572641002	 -89.43	 43.52	 -0.05
42572641003	 -89.53	 44.12	  1.25
42572643001	 -90.92	 43.57	 -0.42
42572643002	 -91.30	 43.90	  1.07
42572643004	 -90.13	 44.65	  2.03
42572643005	 -91.50	 44.90	  1.47
42572644000	 -92.50	 43.92	  0.49
42572644001	 -93.42	 43.62	  -0.6
42572644002	 -92.57	 43.70	 -0.13
42572644003	 -92.67	 44.30	  0.47
42572645000	 -88.13	 44.48	  1.36
42572645001	 -88.45	 43.80	  0.57
42572645002	 -88.55	 44.03	  0.38
42572645003	 -87.68	 44.10	  0.55
42572645006	 -89.60	 44.90	  1.54
42572648002	 -88.08	 45.78	  0.01
42572650001	 -95.18	 42.63	  0.14
42572650002	 -94.83	 43.42	 -0.76
42572650003	 -94.47	 43.63	 -0.16
42572650004	 -94.17	 43.77	  0.42
42572651000	 -96.73	 43.58	 -0.05
42572651001	 -97.58	 43.23	  -1.0
42572651002	 -96.67	 43.30	 -0.96
42572651004	 -97.78	 43.65	 -0.79
42572651005	 -96.32	 44.02	 -0.14
42572653002	-100.70	 43.88	 -0.68
42572653003	 -99.87	 43.92	  0.44
42572653004	 -99.07	 44.07	  -1.4
42572653005	-100.28	 44.38	  0.02
42572653007	 -99.47	 44.52	  -0.7
42572654000	 -98.22	 44.38	  0.13
42572654001	 -97.52	 44.02	 -1.14
42572654002	 -98.07	 44.03	 -0.67
42572654003	 -97.73	 44.88	 -0.91
42572655000	 -94.07	 45.55	  0.51
42572655003	 -93.30	 45.88	   0.2
42572658000	 -93.22	 44.88	  1.32
42572658001	 -93.18	 44.67	  1.36
42572659000	 -98.43	 45.45	 -0.27
42572659001	 -99.13	 45.03	 -0.72
42572659002	 -98.50	 45.15	 -1.71
42572659003	 -99.63	 45.78	 -0.46
42572659004	 -98.40	 46.15	 -0.58
42572661001	-104.20	 44.93	 -0.24
42572661003	-104.53	 45.88	  0.27
42572661004	-102.65	 45.98	 -0.65
42572661005	-102.87	 46.55	   0.4
42572662001	-103.47	 43.43	  0.14
42572662002	-104.22	 43.85	  0.25
42572662004	-103.28	 44.12	 -1.73
42572666001	-106.83	 44.83	 -0.54
42572670001	-110.58	 43.85	  0.66
42572670003	-107.97	 44.02	 -0.43
42572670004	-108.05	 44.38	 -1.29
42572670008	-108.75	 44.78	 -1.83
42572670010	-110.70	 44.97	  0.33
42572670011	-109.25	 45.18	 -0.92
42572670012	-110.57	 45.48	 -1.87
42572671002	-109.07	 41.60	  4.63
42572671005	-109.87	 42.87	  0.55
42572671006	-111.03	 43.78	  0.32
42572672000	-108.47	 43.07	 -0.23
42572672001	-108.93	 43.23	 -1.56
42572677000	-108.53	 45.80	 -0.23
42572677005	-108.32	 46.85	  0.26
42572681000	-116.22	 43.57	  0.65
42572681004	-114.35	 43.68	 -0.41
42572681006	-116.93	 44.08	  0.66
42572681008	-116.68	 44.57	  0.29
42572683001	-120.37	 42.22	   0.6
42572683003	-118.83	 43.28	  -0.5
42572688000	-118.85	 45.68	 -1.76
42572688002	-117.88	 45.22	  0.05
42572688005	-119.55	 45.37	  -1.2
42572688006	-118.82	 45.48	 -1.06
42572693000	-123.22	 44.12	 -0.38
42572693001	-123.37	 43.22	  1.07
42572693002	-124.25	 43.42	  1.04
42572693003	-123.32	 43.67	   0.5
42572693005	-121.28	 44.07	 -0.92
42572694002	-120.90	 44.35	 -0.64
42572694004	-123.20	 44.63	  0.23
42572698000	-122.60	 45.60	 -0.39
42572698002	-122.15	 45.45	  0.39
42572698007	-122.65	 45.68	 -0.44
42572698008	-121.52	 45.68	 -0.87
42572698010	-122.92	 46.15	  0.07
42572712000	 -68.02	 46.87	 -0.54
42572713001	 -67.78	 46.13	 -0.84
42572713002	 -67.83	 46.20	 -0.71
42572713003	 -68.00	 46.65	 -0.78
42572734000	 -84.40	 46.50	  0.47
42572734002	 -85.50	 46.33	  0.43
42572741002	 -90.35	 45.13	  0.22
42572741003	 -91.88	 45.82	   1.5
42572741005	 -90.18	 46.47	 -0.16
42572743000	 -87.40	 46.60	 -1.07
42572743001	 -88.62	 46.05	 -0.72
42572743002	 -86.92	 46.33	  0.51
42572743005	 -87.98	 46.52	 -1.06
42572744001	 -88.50	 47.17	  1.17
42572745000	 -92.18	 46.83	  1.11
42572745001	 -92.52	 46.70	   1.3
42572745002	 -91.67	 47.02	  1.72
42572745003	 -92.85	 47.38	  1.74
42572745004	 -92.57	 47.47	  1.11
42572747000	 -93.38	 48.57	  2.11
42572750001	 -94.12	 46.67	 -0.36
42572750003	 -95.07	 46.90	  0.26
42572753000	 -96.80	 46.90	  0.17
42572753002	 -96.60	 46.32	 -0.24
42572753003	 -97.68	 46.43	 -0.94
42572753006	 -97.07	 47.45	 -0.38
42572753008	 -97.08	 47.93	   1.1
42572755002	 -95.20	 47.22	  0.21
42572755003	 -94.22	 47.25	 -0.49
42572755005	 -95.73	 47.57	 -1.22
42572756001	 -94.62	 48.72	  1.96
42572758001	 -98.68	 46.88	 -0.02
42572758006	 -97.42	 48.42	  0.62
42572758007	-100.30	 48.62	 -0.44
42572758008	 -98.33	 48.75	 -0.22
42572758009	-100.45	 48.83	  1.06
42572764000	-100.75	 46.77	  0.88
42572764002	-102.33	 46.38	 -0.08
42572764003	 -99.77	 46.50	 -0.35
42572764005	-100.90	 46.80	  0.64
42572765002	-102.80	 46.88	   0.6
42572765003	-102.32	 46.88	  0.28
42572765004	-102.65	 47.35	  1.77
42572765005	-101.28	 48.27	  0.86
42572767000	-103.63	 48.18	 -0.09
42572767001	-104.35	 47.45	  0.72
42572767002	-104.45	 48.48	 -0.06
42572767003	-103.30	 48.90	   0.2
42572768000	-106.62	 48.22	 -0.47
42572768001	-106.90	 47.32	 -0.01
42572768003	-107.73	 48.40	 -0.45
42572772000	-112.00	 46.60	  -1.8
42572772001	-112.63	 45.20	 -0.94
42572772003	-111.95	 45.30	 -0.25
42572772004	-111.72	 45.35	 -0.49
42572772005	-111.63	 45.48	  -0.4
42572772006	-111.05	 45.67	 -0.42
42572772010	-112.95	 46.13	 -0.22
42572773000	-114.08	 46.92	   0.3
42572773001	-113.90	 45.18	 -0.33
42572773002	-114.15	 46.25	 -1.39
42572773003	-113.30	 46.32	  -0.1
42572775001	-109.95	 47.05	  0.12
42572775004	-112.25	 48.32	  0.19
42572776000	-111.38	 47.47	  -0.7
42572776001	-111.72	 47.22	 -0.28
42572776002	-112.38	 47.48	 -0.45
42572777001	-109.80	 48.50	  0.71
42572777002	-109.23	 48.58	  0.01
42572779000	-114.27	 48.30	 -0.48
42572779002	-112.37	 48.60	  0.01
42572779003	-114.90	 48.78	 -1.54
42572781000	-120.53	 46.57	 -1.33
42572781001	-120.72	 45.48	 -1.01
42572781003	-120.55	 46.97	 -1.31
42572781004	-120.95	 47.18	  -1.4
42572781005	-120.20	 47.40	 -0.79
42572781006	-120.32	 47.42	 -1.04
42572783000	-117.02	 46.38	 -0.57
42572783003	-116.30	 46.50	 -0.01
42572783004	-116.97	 46.73	 -0.15
42572783005	-117.18	 46.77	 -0.59
42572784001	-119.10	 46.22	 -1.63
42572785002	-116.12	 47.53	 -0.65
42572785003	-117.53	 47.63	 -0.44
42572785005	-116.57	 48.28	 -0.88
42572786001	-118.37	 47.12	 -0.98
42572786002	-118.70	 47.32	 -0.92
42572786004	-118.13	 47.65	  -1.1
42572786006	-116.83	 48.35	 -1.14
42572786008	-117.78	 48.92	  0.53
42572786009	-116.50	 49.00	 -0.72
42572788003	-118.42	 45.95	 -1.77
42572788005	-118.00	 46.32	 -1.04
42572789002	-120.72	 48.35	  -1.3
42572789003	-120.18	 48.47	 -0.25
42572791000	-123.88	 46.15	  0.36
42572791001	-123.87	 45.45	  0.49
42572791002	-124.03	 46.37	  0.16
42572791003	-123.72	 46.65	 -1.01
42572793000	-122.33	 47.60	  0.39
42572793002	-121.73	 47.42	 -0.25
42572793007	-122.30	 47.65	  0.25
42572793010	-122.18	 47.98	 -0.15
42572797001	-124.37	 47.95	  0.01
42574001003	 -86.20	 35.35	  0.05
42574002002	 -76.97	 39.55	  1.08
42574002004	 -76.75	 39.92	  0.58
42574002005	 -77.63	 39.93	  0.74
42574201001	-123.43	 48.12	 -0.31
42574201002	-122.75	 48.12	 -0.15
42574201005	-122.80	 48.62	  0.31
42574201006	-122.52	 48.72	  1.06
42574201008	-122.33	 48.97	  0.21
42574201009	-122.75	 49.00	 -0.57
42574206001	-121.82	 46.75	 -0.51
42574206003	-122.00	 47.17	  0.56
42574230001	-104.50	 46.42	  0.27
42574230002	-105.87	 46.43	  0.78
42574230003	-104.97	 46.77	 -0.06
42574230004	-104.72	 47.10	 -0.18
42574341001	 -94.45	 44.30	 -0.52
42574341003	 -94.93	 44.72	 -0.97
42574341004	 -95.75	 44.93	  -0.3
42574341005	 -95.93	 45.13	   0.4
42574341007	 -95.88	 45.58	  0.43
42574357001	 -90.78	 42.83	  -0.6
42574357002	 -91.15	 43.03	  0.97
42574365001	 -84.78	 45.57	  0.97
42574365002	 -84.47	 45.65	 -1.13
42574370001	 -75.48	 43.80	  -1.3
42574370003	 -75.87	 43.97	 -0.29
42574370004	 -76.02	 44.00	  0.52
42574370005	 -74.90	 44.15	 -0.62
42574370006	 -75.12	 44.57	  -0.4
42574370008	 -74.65	 44.75	  0.13
42574389001	 -70.22	 44.10	  0.55
42574392001	 -69.93	 43.88	  1.04
42574392002	 -69.78	 44.22	  0.16
42574392003	 -69.80	 44.32	  0.35
42574413002	-114.13	 42.60	 -0.25
42574413003	-114.52	 42.73	 -0.14
42574420001	-110.40	 40.17	  2.34
42574420002	-109.87	 40.28	  4.21
42574420003	-109.52	 40.45	  3.55
42574421002	-106.83	 40.50	  0.85
42574431005	-104.95	 42.12	 -0.03
42574433001	 -99.88	 39.02	 -0.08
42574433003	 -99.83	 39.70	 -0.39
42574433005	-100.52	 39.83	  -0.8
42574433006	 -99.83	 40.13	  0.22
42574433007	-101.63	 40.52	 -0.49
42574440000	 -97.33	 40.10	  0.73
42574440002	 -96.75	 40.30	 -1.38
42574440003	 -97.60	 40.53	  0.04
42574440004	 -97.58	 40.63	 -1.23
42574445001	 -97.97	 42.07	 -0.82
42574455001	 -90.27	 41.80	  0.73
42574455002	 -89.97	 41.82	 -0.04
42574460001	 -88.63	 40.88	 -0.42
42574460002	 -88.92	 41.33	  -0.2
42574465001	 -87.28	 41.55	  -0.3
42574466005	 -86.58	 41.02	   0.3
42574468001	 -85.77	 38.70	   1.0
42574468005	 -85.92	 39.20	  0.88
42574480001	 -74.97	 42.52	 -0.91
42574480002	 -74.92	 42.70	  0.14
42574480005	 -74.87	 43.07	 -0.55
42574480007	 -75.38	 43.15	  0.34
42574484001	 -72.32	 42.95	 -0.63
42574484002	 -72.60	 43.38	  0.18
42574490006	 -71.28	 42.48	  1.21
42574491001	 -72.53	 42.38	  0.75
42574492000	 -71.12	 42.22	  0.55
42574492001	 -70.70	 41.98	  0.85
42574506002	-122.43	 37.77	  0.95
42574509004	-121.77	 37.67	  1.99
42574516001	-122.65	 38.27	  0.96
42574516004	-121.95	 38.40	   1.1
42574516005	-122.70	 38.45	   1.7
42574516006	-122.87	 38.62	  0.64
42574521001	-109.55	 37.28	  1.85
42574521003	-109.48	 37.62	  3.21
42574521004	-107.13	 37.77	  2.18
42574521006	-107.87	 37.95	  0.24
42574530001	-101.25	 37.93	  1.26
42574530002	-102.12	 38.05	  1.31
42574530004	-102.62	 38.08	  0.35
42574531002	-105.28	 39.22	  -1.9
42574533002	-105.08	 40.58	  1.28
42574541001	 -99.33	 37.27	  0.93
42574541002	 -99.10	 38.18	  -0.2
42574542001	 -94.88	 36.88	 -0.67
42574542002	 -96.18	 37.13	  0.95
42574542003	 -94.85	 37.17	 -0.28
42574542004	 -95.70	 37.25	  0.68
42574542006	 -94.70	 37.85	 -0.57
42574545001	 -97.67	 38.38	  0.27
42574550001	 -92.27	 37.15	  -1.1
42574550002	 -92.65	 37.67	  0.28
42574550004	 -93.37	 38.25	  -0.6
42574551002	 -93.42	 38.97	 -0.91
42574551003	 -93.87	 39.20	   0.3
42574551004	 -93.12	 39.42	 -1.72
42574556002	 -90.38	 39.43	  -0.5
42574556005	 -90.20	 39.73	 -0.42
42574556007	 -91.88	 39.97	  0.16
42574594003	 -76.80	 38.97	  0.84
42574595001	 -75.52	 38.33	  0.61
42574595002	 -75.58	 38.37	  0.88
42574595003	 -75.58	 38.83	  0.66
42574598003	 -76.70	 37.30	  0.66
42574611001	-116.78	 34.87	  1.11
42574619001	-116.87	 36.47	  0.14
42574629001	-106.10	 32.38	  1.53
42574630001	-106.88	 34.08	  2.01
42574635005	-108.00	 36.83	  2.26
42574638001	-102.73	 34.23	  0.94
42574638003	-104.25	 34.47	  1.64
42574640002	 -99.40	 35.60	  -0.9
42574640003	 -98.32	 36.12	 -0.16
42574640004	 -99.17	 36.23	 -0.98
42574640007	 -99.62	 36.83	  0.39
42574647002	 -97.10	 36.12	 -0.06
42574647003	 -97.30	 36.28	  0.83
42574647005	 -97.87	 36.42	  0.45
42574647006	 -97.80	 36.72	  0.65
42574647007	 -97.10	 36.73	  1.98
42574647008	 -97.05	 36.88	  0.38
42574648002	 -96.30	 35.43	  1.68
42574648004	 -96.02	 35.62	  -0.5
42574648005	 -95.33	 35.77	   0.7
42574648006	 -94.97	 35.93	  0.45
42574649001	 -97.15	 34.20	  0.46
42574649003	 -97.28	 34.73	  0.81
42574649004	 -96.68	 34.78	 -0.19
42574662001	 -89.67	 36.20	   0.7
42574662003	 -89.97	 37.30	  0.88
42574671002	 -87.37	 36.55	  1.19
42574693001	 -78.98	 34.62	  1.25
42574693002	 -78.87	 35.07	  0.82
42574693004	 -77.97	 35.33	  1.76
42574695001	 -76.62	 36.05	  0.54
42574699001	 -78.02	 34.00	 -0.46
42574699002	 -77.90	 34.30	  0.34
42574702001	-119.65	 36.30	  1.04
42574718001	-116.17	 33.63	  0.34
42574731001	-104.68	 34.95	  0.85
42574731003	-103.68	 35.20	  0.79
42574732002	-105.85	 32.95	   0.8
42574732004	-106.05	 33.08	  1.44
42574733001	-105.88	 33.63	  2.58
42574734001	-106.73	 32.62	  1.66
42574735001	-100.92	 32.72	  1.39
42574750002	 -96.47	 32.08	   1.4
42574752002	 -95.03	 33.63	  0.72
42574752003	 -93.38	 33.80	   0.7
42574753001	 -91.72	 32.10	  1.64
42574753002	 -92.33	 32.52	  1.51
42574753003	 -92.05	 32.52	  1.66
42574753004	 -91.90	 32.78	 -0.24
42574754002	 -92.47	 31.32	  1.67
42574754004	 -91.38	 31.55	  1.31
42574755001	 -91.98	 30.20	  1.54
42574755002	 -92.03	 30.43	   1.4
42574769005	 -88.52	 33.83	 -0.09
42574769006	 -89.00	 34.15	  0.62
42574769008	 -89.53	 34.38	  1.57
42574777001	 -87.32	 30.35	  1.16
42574777003	 -87.20	 30.47	  1.59
42574777005	 -87.02	 30.72	  0.81
42574777006	 -87.05	 31.07	  0.18
42574778001	 -86.07	 30.73	  0.94
42574780001	 -81.92	 31.93	 -0.13
42574781001	 -83.43	 30.53	  0.86
42574781002	 -83.58	 30.80	  1.01
42574790001	 -80.35	 33.93	  0.72
42574790004	 -80.65	 34.25	  0.41
42574790005	 -79.88	 34.30	   1.1
42574791003	 -79.05	 33.83	   0.9
42574792001	 -80.87	 33.50	   1.8
42574792002	 -79.82	 33.65	  0.54
42574795001	 -80.35	 27.47	  0.34
42591165000	-159.35	 21.98	  0.61
42591182000	-157.93	 21.35	  0.53
42591190000	-156.43	 20.90	  0.66
42591285000	-155.07	 19.72	  0.28
43104220000	 -52.75	 68.70	  -4.6
43104250000	 -51.75	 64.17	 -3.49
43104320000	 -18.67	 76.77	  0.58
43104360000	 -37.63	 65.60	 -0.11
43104390000	 -43.17	 60.05	 -1.82
50194120000	 130.87	-12.40	 -0.17
50194203000	 122.22	-17.95	 -0.38
50194212000	 127.65	-18.22	 -0.48
50194287000	 145.75	-16.88	 -0.01
50194294000	 146.75	-19.25	  0.78
50194300000	 113.67	-24.87	  0.11
50194312000	 119.57	-20.10	  -0.1
50194326000	 133.88	-23.80	  0.71
50194367000	 149.22	-21.12	  0.68
50194403000	 114.70	-28.78	 -0.53
50194430000	 118.53	-26.60	  1.04
50194461000	 128.28	-25.03	   0.3
50194510000	 146.27	-26.40	  0.32
50194578000	 153.10	-27.40	 -0.27
50194610000	 116.00	-31.90	  0.37
50194637000	 121.45	-30.78	  0.61
50194653000	 133.70	-32.12	  0.28
50194659000	 136.82	-31.13	  0.95
50194672000	 138.52	-34.93	  0.57
50194693000	 142.08	-34.22	  0.48
50194711000	 145.82	-31.48	  0.44
50194767000	 151.18	-33.95	  0.62
50194776000	 151.82	-32.78	  0.78
50194791000	 153.12	-30.32	  0.56
50194821000	 140.78	-37.73	  0.25
50194865000	 144.73	-37.85	 -0.04
50194907000	 147.13	-38.10	  0.51
50194910000	 147.45	-35.15	  0.55
50194926000	 149.18	-35.30	  0.21
50194968000	 147.20	-41.53	  0.06
50194975000	 147.48	-42.83	  0.49
50194995000	 159.07	-31.53	  0.84
50194998000	 158.95	-54.48	  0.41
50548601000	 100.27	  5.30	  0.28
50548615000	 102.28	  6.17	  0.38
50548647000	 101.55	  3.12	  0.38
50548657000	 103.22	  3.62	  0.52
50548665000	 102.25	  2.27	  0.55
50596413000	 110.33	  1.48	 -0.02
50596441000	 113.03	  3.20	  0.48
50596449000	 113.98	  4.33	 -0.15
50596471000	 116.05	  5.93	  0.78
50596491000	 118.07	  5.90	  0.37
50793780000	 172.52	-43.48	 -0.18
50793844000	 168.55	-46.70	  0.23
50998223000	 120.53	 18.18	  0.69
52694299000	 149.98	-16.30	 -0.01
52791334000	 151.85	  7.47	  0.31
52791348000	 158.22	  6.97	 -0.03
52891925000	-139.03	 -9.80	  0.17
52891930000	-151.75	-16.45	  0.44
52891938000	-149.62	-17.55	  0.74
52891943000	-145.03	-14.48	  1.03
52891958000	-144.33	-27.62	  0.67
53191366000	 167.73	  8.73	  0.51
53191376000	 171.38	  7.08	  0.14
53494996000	 167.93	-29.03	  0.48
53691408000	 134.48	  7.33	  0.46
60311120000	  11.35	 47.27	  2.77
60311240000	  15.43	 47.00	  2.06
60311320000	  11.40	 47.30	  2.54
61111406000	  12.40	 50.08	  1.41
61111518000	  14.25	 50.10	  1.21
61111723000	  16.70	 49.15	   1.5
61111782000	  18.12	 49.68	  1.68
61206030000	   9.87	 57.10	   1.3
61402836000	  26.65	 67.37	  3.36
61402869000	  29.18	 65.97	  2.94
61402875000	  25.37	 64.93	  3.01
61402897000	  27.68	 64.28	  2.88
61402929000	  29.63	 62.67	  2.99
61402963000	  23.50	 60.82	  2.97
61402972000	  22.27	 60.52	  2.73
61402974000	  25.00	 60.30	  2.85
61710035000	   9.52	 54.47	  0.77
61710147000	  10.00	 53.63	   1.1
61710170000	  12.08	 54.18	  0.93
61710338000	   9.68	 52.47	  1.19
61710379000	  13.07	 52.38	  1.28
61710410000	   6.97	 51.40	  1.02
61710438000	   9.45	 51.30	   0.3
61710499000	  14.95	 51.17	  1.46
61710763000	  11.05	 49.50	  1.82
61710961000	  10.98	 47.42	  1.97
61816622000	  22.97	 40.52	  1.15
61816641000	  19.92	 39.62	  0.66
61816648000	  22.42	 39.63	  0.66
61816714000	  23.72	 37.97	 -0.05
61816716000	  23.73	 37.90	 -0.34
62004018000	 -22.60	 63.97	 -1.07
62004063000	 -18.08	 65.68	 -0.39
62004082000	 -15.20	 64.30	 -0.38
62316045000	  13.10	 46.00	   1.3
62316090000	  10.87	 45.38	  2.65
62316110000	  13.75	 45.65	   1.7
62316320000	  17.95	 40.65	  0.85
62316459000	  14.92	 37.40	  1.27
62316560000	   9.07	 39.25	   0.6
63016597000	  14.48	 35.85	   0.9
63306260000	   5.18	 52.10	  1.21
63401025000	  19.00	 69.50	  0.97
63401028000	  19.02	 74.52	   1.7
63401098000	  31.10	 70.37	  1.51
63401152000	  14.37	 67.27	   2.0
63401241000	   9.60	 63.70	  1.08
63401317000	   5.30	 60.40	  0.64
63401384000	  11.08	 60.20	  2.35
63401415000	   5.63	 58.88	  1.41
63608515000	 -25.17	 36.97	  0.26
63822113000	  33.05	 68.97	  3.12
63827612000	  37.62	 55.83	   2.8
64308001000	  -8.42	 43.37	  1.29
64308141000	  -4.77	 41.65	  1.61
64308306000	   2.73	 39.55	 -0.58
64308314000	   4.30	 39.90	  0.91
64308359000	  -0.50	 38.37	  0.82
64308449000	  -6.35	 36.65	   1.1
64502080000	  22.50	 68.45	  2.71
